Name,Hook Type,Instagram URL,Random Hook Generator Number,Schedule Date,Used??
Nothing could have prepared me for how it feels being in your (insert age group) and (insert situation).,STORYTELLING INSPO HOOK,https://www.instagram.com/p/DCPdQiGoOoz/,778,,No
I have (insert action) over (insert #) in my life,STORYTELLING INSPO HOOK,https://www.instagram.com/p/C9GM_SJpJ3k/,665,,No
If you’re between the ages of (insert age) to (insert age) and you feel like (insert pain point).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DH2KovNtk8l/,90,,No
What would happen if you (insert dangerous action).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/DHgpcAXJMT8/,853,,No
If you (insert action) this (insert noun) then yes i'm judging you.,MYTH BUSTING INSPO HOOK,https://www.instagram.com/p/DIKYWrVpgp4/,110,,No
As you may know I have been (insert action) to (insert dream result).,STORYTELLING INSPO HOOK,https://www.instagram.com/p/DF-_e2MNx8u/,332,,No
"I am going to do it, i’m going to flip this... house.",STORYTELLING INSPO HOOK,https://www.instagram.com/reel/DGidAKiuEpN/,273,,No
I would like to welcome you to my (insert location).,STORYTELLING INSPO HOOK,https://www.instagram.com/reel/DDqPDWny-9a/,938,,No
"If you’re a young (insert person) and you are a (insert result) (insert title), let me tell you something you got a bright future buddy.",MYTH BUSTING INSPO HOOK,https://www.instagram.com/p/DIfDhHqTlkW/,568,,No
"I (insert dream result) in the past (insert time frame), here's proof.",AUTHORITY INSPO HOOK,https://www.instagram.com/p/DHtmwvQRSUX/,289,,No
"# minutes ago (insert pain point) and had (insert pain point) if you want to (insert dream result), here is how you do it under # minutes.",EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/DFp0aJjuEqW/,145,,No
Buying things I don’t need because I have adult money.,STORYTELLING INSPO HOOK,https://www.instagram.com/p/DFJZaQsS7f6/,405,,No
If you're somebody who (insert action) and your goal is to (insert dream result) and (insert dream result) at the same time. Then here are my # best tips.,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DGn7kKyu_5G/,898,,No
So I was just (insert action) to do my (insert action) of the day when I saw that...,STORYTELLING INSPO HOOK,https://www.instagram.com/p/DIbTyiMyVek/,155,,No
The reason you can't (insert dream result) to get that (insert dream result) you keep talking about is because...,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DDKbMBDPz-R/,424,,No
Here are # of ways to make (insert noun).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DGg2PpYpPsD/,277,,No
If you’re cooked for your (insert life event) but still can’t find the motivation to do (insert action) you’re gonna want to see this.,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DC3Zn1Vx7O9/,886,,No
There;s probably a reason why most people don't (insert action).,STORYTELLING INSPO HOOK,https://www.instagram.com/reel/DHbjAxavLKw/,347,,No
"I bought this (insert noun) for (insert $), and I am going to make it worth over (insert $) without changing the product in any way.",STORYTELLING INSPO HOOK,https://www.instagram.com/reel/DHtn8PPo5_r/,80,,No
I didn't realize how bad I lost myself.,STORYTELLING INSPO HOOK,https://www.instagram.com/p/DIU81u_pdBM/,679,,No
"# days ago I quit (insert noun) as a (insert age) (insert title), and started (insert noun) for literally one reason.",STORYTELLING INSPO HOOK,https://www.instagram.com/reel/DIfR8HKN1S-/,32,,No
Welcome back to me (insert verb) my (insert person) (insert noun).,STORYTELLING INSPO HOOK,https://www.instagram.com/p/DIwpRgJJQPs/,137,,No
Apparently if you...,EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/DFViUxyuruw/,767,,No
You are not (insert label) is something I wish I could have told my younger self.,STORYTELLING INSPO HOOK,https://www.instagram.com/p/DGQrQ7LvWlV/,412,,No
"We are going to text (insert noun), today on how (insert adjective) is it.",EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/DIRbQ9PvbTm/,350,,No
If you want to end up (insert pain point) then skip this video.,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DDfZ4qZPTN8/,395,,No
It starts off like this...,EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/DC8xcCbJ-VSw/,350,,No
If you told (insert age) me that I wouldn't be a (insert title) I would probably tell you to go screw yourself.,STORYTELLING INSPO HOOK,https://www.instagram.com/p/DGPLfdUv5Zd/,935,,No
Just because you do (insert action) doesn't make you a good (insert label).,MYTH BUSTING INSPO HOOK,https://www.instagram.com/reel/DHrRQ2uv22F/,814,,No
30 seconds of (insert industry) advice I give my best friend if he/she were starting from scratch.,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DDyGbH-xMoc/,769,,No
If your (insert noun) are not lasting you at least (insert time frame) you are probably doing them wrong.,MYTH BUSTING INSPO HOOK,https://www.instagram.com/p/DETLyaexWaQ/,495,,No
My (insert person) has never been in the (insert place) before let's see if she can tell who is (insert adjective) or not.,RANDOM INSPO HOOK,https://www.instagram.com/p/DHwLIKmuE9a/,290,,No
Welcome to day # of starting my life over at (insert age).,STORYTELLING INSPO HOOK,https://www.instagram.com/reel/DHOxtt0NE6o/,183,,No
It all started when (insert person) (insert action).,STORYTELLING INSPO HOOK,https://www.instagram.com/p/DC5ioSRMrnS/,572,,No
So (insert time frame) ago me and my (insert person) had a little too much fun.,STORYTELLING INSPO HOOK,https://www.instagram.com/p/DGg5Lz2SN0T/,691,,No
The top # (insert noun) for (insert target audience).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/DGlwOhMRkyG/,264,,No
If I could suggest any tip to any (insert person) out these it would be this.,EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/DFBFcSLSgHL/,879,,No
I have never ended (insert noun) with a (insert result) or below.,AUTHORITY INSPO HOOK,https://www.instagram.com/reel/DFfNiKHOzpr/,857,,No
X days/months/years ago I stopped (insert action/or habit) and started (insert action/or habit),STORYTELLING INSPO HOOK,https://www.instagram.com/reel/DDvdqxIJcbe/,683,,No
Fourtnely my (insert person) and I have a tendency to be a little bit impulsive.,STORYTELLING INSPO HOOK,https://www.instagram.com/reel/DGNL0Buyid_/,951,,No
"You are not bad at (insert action), you probably were just never taught how to (insert action).",MYTH BUSTING INSPO HOOK,https://www.instagram.com/p/DHYuMQYp0Kv/,866,,No
I had just (insert time) to (insert verb) (insert #) of (insert noun) for a (insert person). And you have until the end of the video to guess who they are for.,STORYTELLING INSPO HOOK,https://www.instagram.com/p/C6O91GDLbUc/,357,,No
(insert action) for (insert period of time) and you will get (insert dream result).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/georgiaheins/reel/C8Z9DfdMgZ_/,46,,No
So I am (insert age) and I work nights at (insert store) that’s the dream life right?,STORYTELLING INSPO HOOK,https://www.instagram.com/reel/DIW6N1gto6i/,287,,No
# things I would never (insert action) in my (insert age range) if I wanted to (insert dream result) by (insert age range).,MYTH BUSTING INSPO HOOK,https://www.instagram.com/share/BAGNNxOLAP,860,,No
This is what (insert money amount) will get you in (insert location).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DHQ7CG0xxmr/,429,,No
What I eat in a day on the (insert noun) diet.,EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/DELePTnSGAD/,184,,No
"Stop buying your (insert noun) like this, and start buying them like this.",EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DE5ONXRsxs3/,530,,No
Did you know your (insert noun) are programmed to make your (insert result).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DGcvCDdvEZ2/,392,,No
"I am willing to bet, this (insert noun) is older than you.",EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/DEkn1RAxZur/,288,,No
(Insert noun) is actually a really good (Insert noun) for (insert result).,MYTH BUSTING INSPO HOOK,https://www.instagram.com/reel/C5yQUs6LQMM/,211,,No
This one mistake can actually kill your (insert living thing).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/DGrhiv8zOQQ/,506,,No
Hi I am (insert first name) and I am starting (insert business) from scratch.,STORYTELLING INSPO HOOK,https://www.instagram.com/reel/DDEBm2jOYMG/,373,,No
X days/months/years ago I decided to (insert decision),STORYTELLING INSPO HOOK,https://www.instagram.com/p/C-IOTqUtbth/,175,,No
If I were to create a collab campaign for (insert big brands) here's how I would do it.,AUTHORITY INSPO HOOK,https://www.instagram.com/reel/DDWwZtZi4Jt/,661,,No
So about a month ago my (insert person) and I did (insert action).,STORYTELLING INSPO HOOK,https://www.instagram.com/p/DImqKRqy4xr/,654,,No
I have no idea what I am doing at (insert place).,STORYTELLING INSPO HOOK,https://www.instagram.com/p/DF-ubrfxnVV/,774,,No
People know me for nearly losing (insert noun) and dying in (insert location).,STORYTELLING INSPO HOOK,https://www.instagram.com/reel/DCvyp8lqoSU/,892,,No
If you want to start a (insert noun) in (insert year) here are some things you are going to need.,EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/DEdSzXhzTEH/,186,,No
This is what I (insert action) in a day as someone who is trying to (insert action) less and (insert action) more.,STORYTELLING INSPO HOOK,https://www.instagram.com/reel/DEqcQsap3cm/,432,,No
Why does nobody talk about the cost of (insert action).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DIbM_TgS5se/,746,,No
If you're trying to (insert dream results) then here is the one (insert thing) you should do.,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DFCyBHfNnlZ/,552,,No
"If I woke up (insert pain point) tomorrow, and wanted to (insert dream result) by (insert time) here’s exactly what I would do.",EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DGOZZYhS1cj/,699,,No
This girl/boy was in her/his flop era.,STORYTELLING INSPO HOOK,https://www.instagram.com/reel/DAOowDot7OB/,170,,No
I bought this (insert noun) for (insert $) and let me show you what I did next.,EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/DIABtwhxH-X/,161,,No
I see you doing nothing but (insert action) after (insert event) so follow this agenda to avoid that.,EDUCATIONAL INSPO HOOK,https://www.instagram.com/share/BADjOvZhzs,928,,No
X days/months/years ago I bought a (insert noun) as a (insert age) with a full-time (insert job).,STORYTELLING INSPO HOOK,https://www.instagram.com/share/_tH1dbAEq,97,,No
"If you’re in your (insert 20’s, 30’s, 40’s, 50’s, 60’, etc) then these are the # of things you need to do to make sure you don;t end up (insert pain point) by (insert age).",EDUCATIONAL INSPO HOOK,https://www.instagram.com/calltoleap/reel/C9atuV6s3J0/,17,,No
"My (insert label) (insert name) and I, started (insert business) in (insert year).",STORYTELLING INSPO HOOK,https://www.instagram.com/p/DFtp0PRuorw/,303,,No
I think (insert belief/opinion) so I have been taking matters into my own hands,STORYTELLING INSPO HOOK,https://www.instagram.com/reel/DFq4B3uSYSh/,557,,No
(insert noun) day # (insert event about that day).,DAY IN THE LIFE INSPO HOOK,https://www.instagram.com/reel/DICaRJ6BF2C/,932,,No
Here's how to build a good (insert noun) rotation.,EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/DDkarIGP6Da/,870,,No
The most important things I will teach my kids as a (insert job title).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DDce9wDuc8j/,513,,No
If you're (insert age range) these are the # things you need to do so you don't end up (insert pain point) by (insert age).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/C9atuV6s3J0/,88,,No
I already know I am going to get a bunch of hate for this but the (insert noun) is getting taken out today.,STORYTELLING INSPO HOOK,https://www.instagram.com/reel/DGErAlDujW_/,366,,No
If you have (insert pain point) but not much time to (insert action) and you want to (insert result) then save these (insert noun) and (insert noun) steps/routines/tips.,EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/DGbQ6H0t1Mv/,623,,No
Top # ways not to (insert action) to the (insert person) you (insert noun).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DDqCq5hpH56/,366,,No
Have you ever wondered why (insert noun) (insert adjective) is much better than (insert noun).,STORYTELLING INSPO HOOK,https://www.instagram.com/p/DH2JoeSRvJq/,816,,No
If you’re trying to (insert dream result) and you haven't got a clue what to (insert action) on a daily basis I am going to show you an example.,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/C5yjeP-REZx/,912,,No
When I was (insert description) I was always (insert bad habit),STORYTELLING INSPO HOOK,https://www.instagram.com/p/CzevtHvyxxX/,450,,No
This (insert adjective) (insert noun) gets (insert verb) by this (insert adjective) (insert noun).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DHXK02AS5gs/,596,,No
"This is me (insert life state), yes my (insert observation) all my (insert persons) were (insert action) but I couldn't because I had to (insert scenario)",STORYTELLING INSPO HOOK,https://www.instagram.com/p/DAjykz5uqk3/,415,,No
It took me 10 years to learn this but I’ll teach it to you in less than 1 minute.,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/C-sSyDpoyMX/,444,,No
In this video see if you can tell what’s real and what’s (inset noun).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DIeIvIfJVq1/,194,,No
I got (insert result) at (insert age) and (insert result) by (insert age) if you are scared about (insert result) this is for you.,STORYTELLING INSPO HOOK,https://www.instagram.com/p/DF9aqV_JPlA/,622,,No
What happens when you (insert action) then you end up (insert result) but you (insert challenge),STORYTELLING INSPO HOOK,https://www.instagram.com/reel/DEIty1ju6EF/,637,,No
This is exactly how you and your friends are going to get (insert result) before this (insert time).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/DId6_M-AwGL/,988,,No
Give me 10 seconds and I will let you know if you have a (insert noun) or a (insert noun).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DH-d8R2xUkT/,755,,No
I’ve (insert verb) this almost every single day of my entire life.,STORYTELLING INSPO HOOK,https://www.instagram.com/p/DGygqjJSIXS/,481,,No
This is every way to (insert action).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DHtlJGYN5wB/,547,,No
Here's exactly how you're gonna lock in if you want to (insert dream result).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/DC5P-_EMzFm/,592,,No
You know those days where it feels like (insert scenario) well today was that day for me.,STORYTELLING INSPO HOOK,https://www.instagram.com/p/DHgZAkCRzQ7/,28,,No
It all started when (insert person) (insert action),STORYTELLING INSPO HOOK,https://www.instagram.com/p/DC5ioSRMrnS/,646,,No
This is how my X changed my life,STORYTELLING INSPO HOOK,https://www.instagram.com/p/C9t1s7myhI7/,166,,No
"This (option #1) has (insert noun) in it, and (option #2) has (insert noun) in it.",COMPARISON INSPO HOOK,https://www.instagram.com/reel/DBTo-UctI9R/,302,,No
"If you are paying over (insert price amount) for a (insert noun), you might as well buy a (insert noun).",EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/C55wTztrNF0/,758,,No
As a (insert title) for several years whose (insert action) I often get asked (insert name) (insert question).,AUTHORITY INSPO HOOK,https://www.instagram.com/reel/DGRSq17OLPV/,352,,No
"I got to (insert verb) for (insert noun) (insert time), but let me just (insert verb) for a bit.",EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DEgLL4XOMGi/,539,,No
Do you have a (insert pain point) don’t waste your money trying to (insert solution) it's just going to come back.,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DEu0CsYu3Qa/,107,,No
"Lets see what $1,800 a month gets you in (insert location).",EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DAUl55ypr-C/,682,,No
"If you (insert action) like this, then you're doing it wrong.",MYTH BUSTING INSPO HOOK,https://www.instagram.com/p/DHcv_7uBv1p/,404,,No
"F*ck it, I am going to role # of (insert noun) in 60 seconds.",EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/DEnKwgGJi9p/,237,,No
We (insert action) over # of the most (insert adjective) (insert profession) and # responded.,STORYTELLING INSPO HOOK,https://www.instagram.com/reel/DEOUKcLPUZe/,676,,No
I have (insert event) in (insert time) and I have not started (insert action). And if I don’t do well I have to (insert consequence).,STORYTELLING INSPO HOOK,https://www.instagram.com/reel/DDubxvxpHc1/,46,,No
They say you can’t (insert result) with (insert noun) but they're wrong.,EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/C17LtU2Ltov/,464,,No
"I’ll tell you a story, We have # (insert noun) that were invented to solve 3 different problems.",EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/DF9D6aCT4R2/,683,,No
So I messed up,STORYTELLING INSPO HOOK,https://www.instagram.com/reel/DD9yJvGRdoO/,115,,No
If I were starting over in my (insert age range) with no (insert item) here are the top # things I would do to (insert dream result).,EDUCATIONAL INSPO HOOK,https://www.tiktok.com/t/ZT2MLqDUQ/,775,,No
This is what (insert number) of (insert item) looks like.,MYTH BUSTING INSPO HOOK,https://www.instagram.com/p/C60q1FPPrLW/,351,,No
If you're a (insert target audience) and you want (insert dream result) by (insert avenue) then listen to this video.,EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/DE9tW4dyxlJ/,16,,No
Did you know that you could (insert verb) a year's worth of (insert noun) in (insert time frame).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DDQwKwgx4iX/,316,,No
Customer called me up because they had (insert situation) and wanted it (insert result) immediately.,STORYTELLING INSPO HOOK,https://www.instagram.com/reel/DEOTavZx5TX/,694,,No
Everyone tells you to (insert action) but nobody actually tells you how to do it. Here is a # second step by step tutorial that you can save.,EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/DC2pqKUpy7C/,449,,No
This is harder than getting into Harvard.,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DFNdSUruSOQ/,690,,No
I'm (insert age) and I'm not ashamed to admit that >>,STORYTELLING INSPO HOOK,https://www.instagram.com/reel/DFOqo61NrJu/,839,,No
If you (insert action) for (insert timeframe) what would happen?,EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/DF-vR6fJuoY/,365,,No
Your (insert noun) looks like this and you want them to look like this.,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DD0PRBppkqQ/,655,,No
This is the ultimate assembly video of my (insert noun).,STORYTELLING INSPO HOOK,https://www.instagram.com/p/DG6zBv9xjKN/,893,,No
I went to (insert school type) so you don't have to.,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DCrxn_5RFDS/,426,,No
How I got my (insert item/thing) from this to this.,AUTHORITY INSPO HOOK,https://www.instagram.com/p/C89iASFu7GA/,243,,No
# things everyone needs to know how to fix in an (insert location).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DFbZEG2yJ1k/,248,,No
"We spent all day (insert action), burning through (insert metric) of (insert noun), and now I am having a fully blown (insert noun) choice crisis.",STORYTELLING INSPO HOOK,https://www.instagram.com/reel/DIN67zVzrrX/,381,,No
X years ago (insert people) (insert action).,STORYTELLING INSPO HOOK,https://www.instagram.com/p/C_50kObxUwc/,850,,No
Here’s how you can guess an almost perfect number every single time.,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DEDbAV7tpX5/,607,,No
"Just because you have never (insert action) before, doesn't make you a (insert label) person.",MYTH BUSTING INSPO HOOK,https://www.instagram.com/p/DGb8XGgtwN5/,629,,No
This was the (insert noun) that changed my life forever.,STORYTELLING INSPO HOOK,https://www.instagram.com/p/DHm-oK2sa90/,836,,No
Here's a little (insert noun) 101 for you.,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DIloBsPuj-B/,179,,No
Just # (insert item/action) took my client from (insert before) to (insert after).,AUTHORITY INSPO HOOK,https://www.instagram.com/p/C9XVmDQS2z-/,383,,No
"(insert verb) (insert noun), (insert action), and don’t (insert result). Welcome to (insert event).",STORYTELLING INSPO HOOK,https://www.instagram.com/reel/DGOH0THOBSl/,386,,No
Here are some slightly unethical (insert industry/niche) hacks that you should know if you're (insert target audience).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/C-8RO71JxRv/,496,,No
Did you know you only need # of ingredients to make (insert noun).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/DEYRmDGRTaU/,518,,No
"I make more money than doctors, engineers, and lawyers and no I didn't go to college for more than 6 years to get a degree.",EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DIW3NDOORrg/,688,,No
I was harassed by (insert noun) so I had to do this.,STORYTELLING INSPO HOOK,https://www.instagram.com/reel/DHZvMput7H8/,444,,No
I don’t have a backup plan so this kind of needs to work.,STORYTELLING INSPO HOOK,https://www.instagram.com/p/C7XpT7tPwCP/,504,,No
This is what my morning looks like while (insert situation).,STORYTELLING INSPO HOOK,https://www.instagram.com/reel/DExrL91JUcS/,587,,No
You're using your (insert noun) wrong and I am going to show you how to use it the right way.,MYTH BUSTING INSPO HOOK,https://www.instagram.com/p/DIOwnaJJ976/,497,,No
This is (insert large number) of (insert item).,RANDOM INSPO HOOK,https://www.instagram.com/p/C84vUYRMEtm/,621,,No
If your (insert current state) you can’t just (insert result) like everyone else.,EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/C5B64cPIrhi/,353,,No
So (insert time) ago my (insert person) and I bought a (insert noun).,STORYTELLING INSPO HOOK,https://www.instagram.com/reel/DImqKRqy4xr/,765,,No
I lost over (insert metric) in (insert time frame) and here are the # of things I would do if I was to start all over.,AUTHORITY INSPO HOOK,https://www.instagram.com/p/DGgs20kvL2r/,912,,No
3 (insert noun) we do not recommend for the first time (insert noun) owners/users.,EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/DB34v2osmcT/,437,,No
This is the reason (insert noun) is the size they are.,EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/DFUrWD3P_uA/,333,,No
To (insert verb) the (insert metric) in this (insert noun) the average would have to (insert action) for (insert time frame).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DFTappzSSBa/,689,,No
Come with me to break up with (insert object/company/etc),STORYTELLING INSPO HOOK,https://www.instagram.com/reel/DGDiMQMvslT/,71,,No
I spent an entire (insert time) (insert verb) but was it a waste of time?,STORYTELLING INSPO HOOK,https://www.instagram.com/p/DExfsiBu1mI/,6,,No
What happened to (insert adjective) (insert noun).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/DA_7YdHo3S2/,699,,No
I gained (insert pounds/kilos) during (insert life event).,STORYTELLING INSPO HOOK,https://www.instagram.com/reel/DG1ZicxMEJo/,244,,No
Here's how I made a wireless (insert noun) that is valued at (insert price).,STORYTELLING INSPO HOOK,https://www.instagram.com/p/DHgznKnCq0U/,391,,No
This is how I got to (insert cool opportunity) in my X week/month/year of doing/starting (insert business or job),STORYTELLING INSPO HOOK,https://www.instagram.com/reel/DD36juzzvlO/,882,,No
Yesterday I was at (insert location) when I noticed something (insert adjective),STORYTELLING INSPO HOOK,https://www.instagram.com/reel/DFLw3SmSNti/,925,,No
When I told my (insert person) I was going to start doing this he/she thought it was the worst idea ever.,STORYTELLING INSPO HOOK,https://www.instagram.com/p/DGhD18oBVds/,872,,No
How (insert action) ended with a (insert person) at my house telling me how lucky we are that (insert accident) didn't happen.,STORYTELLING INSPO HOOK,https://www.instagram.com/reel/DG6_U-JxKtt/,496,,No
Here are the # (insert noun) items you need to throw in the garbage right now.,EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/DDgfQ8CqiQA/,346,,No
I (insert action),STORYTELLING INSPO HOOK,https://www.instagram.com/reel/DEVd9n0SEGK/,729,,No
Is it possible for (insert description) to make (insert $) a month?,STORYTELLING INSPO HOOK,https://www.instagram.com/reel/DFkNykWxPoe/,784,,No
You crave (insert noun) on your (insert scenario) here's why.,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DFYO1KMxUoy/,815,,No
I started my (insert business) when I was (insert age) with (insert $).,STORYTELLING INSPO HOOK,https://www.instagram.com/p/C9GHw6MO48j/,139,,No
Come take a (insert noun) with me that I did not (insert action) for at all.,STORYTELLING INSPO HOOK,https://www.instagram.com/reel/DEArdkWRoI3/,937,,No
"(insert noun), (insert noun), (insert noun), are the basic components of a (insert noun).",EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DFJYlNVIzSa/,298,,No
(insert well known brand) commented that I am their new favorite (insert title).,AUTHORITY INSPO HOOK,https://www.instagram.com/reel/DH4GEtKBzbo/,607,,No
If you want to add (insert noun) to you (insert noun) in (insert year) and you don’t know what (insert noun) to get I got you.,EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/DF82wujO17l/,97,,No
So I recently started feeling (insert feeling) everyone talks about,STORYTELLING INSPO HOOK,https://www.instagram.com/reel/C9KNzOkIk6m/,560,,No
I have a problem. Which is that my (insert noun) it (insert pain point) and (insert pain point). So i’m going to build my own (insert noun) that has (insert benefit).,STORYTELLING INSPO HOOK,https://www.instagram.com/reel/DI6qlyqJ9WP/,142,,No
This is (insert large number) of (insert noun).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/georgiaheins/reel/C9uzMCJMrEL/,514,,No
Every (insert store type) has a million (insert noun) with different (insert noun). But some of them are more special than others.,EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/DEabsX3pRsJ/,574,,No
# things you should never put in the (insert noun).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/DDxoAs_TciE/,578,,No
We are not even (insert time frame) into (insert year) and have gone from being a (insert before state) to (insert after state).,STORYTELLING INSPO HOOK,https://www.instagram.com/p/DFzAPKqsRip/,43,,No
My customer/client got (insert dream result) without (insert pain point).,AUTHORITY INSPO HOOK,https://www.instagram.com/reel/C4VceenL2Wq/,984,,No
Give me 10 seconds and I will let you know what one suits you best.,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DGsHot9xC6R/,529,,No
"As an (insert title) you should be able to do this, if you can't (insert diagnosis).",EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/DF_Cn86o0Ki/,939,,No
"Did you know that if you (insert action), (insert action), (insert action), etc.",EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DFvcBZRp0kh/,92,,No
"Whatever you do, do not let you (insert person) (insert action).",EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/DFvEpXyMsWi/,305,,No
We all have that one (insert label) in our life.,EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/DG_UiWgyUgO/,830,,No
"(insert item) (insert fact), (insert complete opposite item) (insert similar fact).",MYTH BUSTING INSPO HOOK,https://www.instagram.com/reel/C_bBILMsNzh/,500,,No
It’s been (insert time) since we (insert experience),STORYTELLING INSPO HOOK,https://www.instagram.com/reel/DFbFikLNj5c/,67,,No
You can have a perfect (insert dream result) by simply dumbing it down.,EDUCATIONAL INSPO HOOK,https://www.instagram.com/share/BAOoa4qroW,240,,No
Everyone tells you to (insert action) but no one actually shows you how to do it. Here is a # second step by step tutorial that you can save for later.,EDUCATIONAL INSPO HOOK,https://www.instagram.com/calltoleap/reel/C2tER1GvhOc/,443,,No
It took me # full hours to (insert verb) this (insert noun) and I originally allotted myself # minutes.,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/C_s9bBHxACz/,406,,No
"This (insert noun) has (insert metric) and will get you (insert dream result), and this (insert noun) has (insert metric) and will get you (insert dream result).",COMPARISON INSPO HOOK,https://www.instagram.com/p/DC2OpMNJMG2/,273,,No
(insert noun) (insert trait) (insert similar noun) (insert trait).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/p/DE_9DHKoM-8/,843,,No
I just (insert action) to make (insert noun).,STORYTELLING INSPO HOOK,https://www.instagram.com/p/DHrtql8y1Mv/,916,,No
Every (insert noun) explained in one sentence.,EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/DD7Z0GWJrMB/,290,,No
"I have been able to go from this, to this.",AUTHORITY INSPO HOOK,https://www.instagram.com/p/DGekQ-6NXjQ/,406,,No
"Alright this is officially day #1, trying to make (insert $) a month with (insert business).",STORYTELLING INSPO HOOK,https://www.instagram.com/reel/DGYg6fDxohE/,793,,No
X days/months/years ago I went extremely viral for (insert action).,STORYTELLING INSPO HOOK,https://www.instagram.com/p/DDYV5gNJ9iq/,556,,No
This is how many (insert item) you need to (insert result).,EDUCATIONAL INSPO HOOK,https://www.instagram.com/reel/C83vXP6NqXU/,357,,No
